title,speaker,href,date,year,month,conference,word_count
The Power of Teaching Doctrine,Henry B. Eyring,https://www.churchofjesuschrist.org/study/general-conference/1999/04/the-power-of-teaching-doctrine?lang=eng,1999-04-01,1999,4,1999-04,2592
Love and Service,David B. Haight,https://www.churchofjesuschrist.org/study/general-conference/1999/04/love-and-service?lang=eng,1999-04-01,1999,4,1999-04,1833
"For I Was Blind, but Now I See",Thomas S. Monson,https://www.churchofjesuschrist.org/study/general-conference/1999/04/for-i-was-blind-but-now-i-see?lang=eng,1999-04-01,1999,4,1999-04,2336
Friendship: A Gospel Principle,Marlin K. Jensen,https://www.churchofjesuschrist.org/study/general-conference/1999/04/friendship-a-gospel-principle?lang=eng,1999-04-01,1999,4,1999-04,1573
The Bishop and His Counselors,Boyd K. Packer,https://www.churchofjesuschrist.org/study/general-conference/1999/04/the-bishop-and-his-counselors?lang=eng,1999-04-01,1999,4,1999-04,1974
"For I Was Blind, but Now I See",Thomas S. Monson,https://www.churchofjesuschrist.org/study/general-conference/1999/04/for-i-was-blind-but-now-i-see?lang=eng,1999-04-01,1999,4,1999-04,2336
Inspired Church Welfare,Joseph B. Wirthlin,https://www.churchofjesuschrist.org/study/general-conference/1999/04/inspired-church-welfare?lang=eng,1999-04-01,1999,4,1999-04,2312
Our Only Chance,Sheri L. Dew,https://www.churchofjesuschrist.org/study/general-conference/1999/04/our-only-chance?lang=eng,1999-04-01,1999,4,1999-04,1703
Welcome Home,Keith B. McMullin,https://www.churchofjesuschrist.org/study/general-conference/1999/04/welcome-home?lang=eng,1999-04-01,1999,4,1999-04,1717
"Find the Lambs, Feed the Sheep",Gordon B. Hinckley,https://www.churchofjesuschrist.org/study/general-conference/1999/04/find-the-lambs-feed-the-sheep?lang=eng,1999-04-01,1999,4,1999-04,5605
Bridges and Eternal Keepsakes,Dennis B. Neuenschwander,https://www.churchofjesuschrist.org/study/general-conference/1999/04/bridges-and-eternal-keepsakes?lang=eng,1999-04-01,1999,4,1999-04,1533
Like a Flame Unquenchable,M. Russell Ballard,https://www.churchofjesuschrist.org/study/general-conference/1999/04/like-a-flame-unquenchable?lang=eng,1999-04-01,1999,4,1999-04,2184
Thanks to the Lord for His Blessings,Gordon B. Hinckley,https://www.churchofjesuschrist.org/study/general-conference/1999/04/thanks-to-the-lord-for-his-blessings?lang=eng,1999-04-01,1999,4,1999-04,974
Your Light in the Wilderness,Sharon G. Larsen,https://www.churchofjesuschrist.org/study/general-conference/1999/04/your-light-in-the-wilderness?lang=eng,1999-04-01,1999,4,1999-04,1560
Your Light in the Wilderness,Sharon G. Larsen,https://www.churchofjesuschrist.org/study/general-conference/1999/04/your-light-in-the-wilderness?lang=eng,1999-04-01,1999,4,1999-04,1560
Spiritual Power of Our Baptism,Carol B. Thomas,https://www.churchofjesuschrist.org/study/general-conference/1999/04/spiritual-power-of-our-baptism?lang=eng,1999-04-01,1999,4,1999-04,1720
Follow the Light,Margaret D. Nadauld,https://www.churchofjesuschrist.org/study/general-conference/1999/04/follow-the-light?lang=eng,1999-04-01,1999,4,1999-04,2137
Your Celestial Journey,Thomas S. Monson,https://www.churchofjesuschrist.org/study/general-conference/1999/04/your-celestial-journey?lang=eng,1999-04-01,1999,4,1999-04,2006
"Find the Lambs, Feed the Sheep",Gordon B. Hinckley,https://www.churchofjesuschrist.org/study/general-conference/1999/04/find-the-lambs-feed-the-sheep?lang=eng,1999-04-01,1999,4,1999-04,5605
Your Name Is Safe in Our Home,Cree-L Kofford,https://www.churchofjesuschrist.org/study/general-conference/1999/04/your-name-is-safe-in-our-home?lang=eng,1999-04-01,1999,4,1999-04,1653
The Shepherds of the Flock,Gordon B. Hinckley,https://www.churchofjesuschrist.org/study/general-conference/1999/04/the-shepherds-of-the-flock?lang=eng,1999-04-01,1999,4,1999-04,2496
The Work Moves Forward,Gordon B. Hinckley,https://www.churchofjesuschrist.org/study/general-conference/1999/04/the-work-moves-forward?lang=eng,1999-04-01,1999,4,1999-04,890
Obedience: The Path to Freedom,James E. Faust,https://www.churchofjesuschrist.org/study/general-conference/1999/04/obedience-the-path-to-freedom?lang=eng,1999-04-01,1999,4,1999-04,2067
The Priesthood—Mighty Army of the Lord,Thomas S. Monson,https://www.churchofjesuschrist.org/study/general-conference/1999/04/the-priesthood-mighty-army-of-the-lord?lang=eng,1999-04-01,1999,4,1999-04,2304
Teach Them the Word of God with All Diligence,L. Tom Perry,https://www.churchofjesuschrist.org/study/general-conference/1999/04/teach-them-the-word-of-god-with-all-diligence?lang=eng,1999-04-01,1999,4,1999-04,2295
"Greed, Selfishness, and Overindulgence",Joe J. Christensen,https://www.churchofjesuschrist.org/study/general-conference/1999/04/greed-selfishness-and-overindulgence?lang=eng,1999-04-01,1999,4,1999-04,2039
Preparing Our Families for the Temple,Carol B. Thomas,https://www.churchofjesuschrist.org/study/general-conference/1999/04/preparing-our-families-for-the-temple?lang=eng,1999-04-01,1999,4,1999-04,1997
The Hands of the Fathers,Jeffrey R. Holland,https://www.churchofjesuschrist.org/study/general-conference/1999/04/the-hands-of-the-fathers?lang=eng,1999-04-01,1999,4,1999-04,2041
This Is Our Day,James E. Faust,https://www.churchofjesuschrist.org/study/general-conference/1999/04/this-is-our-day?lang=eng,1999-04-01,1999,4,1999-04,2198
The Sustaining of Church Officers,Thomas S. Monson,https://www.churchofjesuschrist.org/study/general-conference/1999/04/the-sustaining-of-church-officers?lang=eng,1999-04-01,1999,4,1999-04,409
The Sustaining of Church Officers,Thomas S. Monson,https://www.churchofjesuschrist.org/study/general-conference/1999/04/the-sustaining-of-church-officers?lang=eng,1999-04-01,1999,4,1999-04,409
The Church Audit Committee Report,Ted E. Davis,https://www.churchofjesuschrist.org/study/general-conference/1999/04/the-church-audit-committee-report?lang=eng,1999-04-01,1999,4,1999-04,370
"Statistical Report, 1998",F. Michael Watson,https://www.churchofjesuschrist.org/study/general-conference/1999/04/statistical-report-1998?lang=eng,1999-04-01,1999,4,1999-04,181
The Work Moves Forward,Gordon B. Hinckley,https://www.churchofjesuschrist.org/study/general-conference/1999/04/the-work-moves-forward?lang=eng,1999-04-01,1999,4,1999-04,890
Receive the Temple Blessings,Richard G. Scott,https://www.churchofjesuschrist.org/study/general-conference/1999/04/receive-the-temple-blessings?lang=eng,1999-04-01,1999,4,1999-04,1912
“Repent of [Our] Selfishness” (D&C 56:8),Neal A. Maxwell,https://www.churchofjesuschrist.org/study/general-conference/1999/04/repent-of-our-selfishness-d-c-56-8?lang=eng,1999-04-01,1999,4,1999-04,1779
Fellowshipping,Ned B. Roueché,https://www.churchofjesuschrist.org/study/general-conference/1999/04/fellowshipping?lang=eng,1999-04-01,1999,4,1999-04,918
“Made Like unto the Son of God”,Ray H. Wood,https://www.churchofjesuschrist.org/study/general-conference/1999/04/made-like-unto-the-son-of-god?lang=eng,1999-04-01,1999,4,1999-04,1041
Our Sacred Duty to Honor Women,Russell M. Nelson,https://www.churchofjesuschrist.org/study/general-conference/1999/04/our-sacred-duty-to-honor-women?lang=eng,1999-04-01,1999,4,1999-04,1799
Priesthood and the Home,D. Lee Tobler,https://www.churchofjesuschrist.org/study/general-conference/1999/04/priesthood-and-the-home?lang=eng,1999-04-01,1999,4,1999-04,1127
The Witness: Martin Harris,Dallin H. Oaks,https://www.churchofjesuschrist.org/study/general-conference/1999/04/the-witness-martin-harris?lang=eng,1999-04-01,1999,4,1999-04,2571
Strengthening Families: Our Sacred Duty,Robert D. Hales,https://www.churchofjesuschrist.org/study/general-conference/1999/04/strengthening-families-our-sacred-duty?lang=eng,1999-04-01,1999,4,1999-04,2559
True Followers,Robert J. Whetten,https://www.churchofjesuschrist.org/study/general-conference/1999/04/true-followers?lang=eng,1999-04-01,1999,4,1999-04,1456
“Out of Small Things”,Stephen A. West,https://www.churchofjesuschrist.org/study/general-conference/1999/04/out-of-small-things?lang=eng,1999-04-01,1999,4,1999-04,1459
Our Sacred Duty to Honor Women,Russell M. Nelson,https://www.churchofjesuschrist.org/study/general-conference/1999/04/our-sacred-duty-to-honor-women?lang=eng,1999-04-01,1999,4,1999-04,1799
A Year of Jubilee,L. Tom Perry,https://www.churchofjesuschrist.org/study/general-conference/1999/10/a-year-of-jubilee?lang=eng,1999-10-01,1999,10,1999-10,2125
"Hope, an Anchor of the Soul",James E. Faust,https://www.churchofjesuschrist.org/study/general-conference/1999/10/hope-an-anchor-of-the-soul?lang=eng,1999-10-01,1999,10,1999-10,2127
"Hope, an Anchor of the Soul",James E. Faust,https://www.churchofjesuschrist.org/study/general-conference/1999/10/hope-an-anchor-of-the-soul?lang=eng,1999-10-01,1999,10,1999-10,2127
Beware of False Prophets and False Teachers,M. Russell Ballard,https://www.churchofjesuschrist.org/study/general-conference/1999/10/beware-of-false-prophets-and-false-teachers?lang=eng,1999-10-01,1999,10,1999-10,2129
Our Destiny,L. Aldin Porter,https://www.churchofjesuschrist.org/study/general-conference/1999/10/our-destiny?lang=eng,1999-10-01,1999,10,1999-10,1374
"Peace, Hope, and Direction",Patricia P. Pinegar,https://www.churchofjesuschrist.org/study/general-conference/1999/10/peace-hope-and-direction?lang=eng,1999-10-01,1999,10,1999-10,1749
A Testimony of the Book of Mormon,Russell M. Nelson,https://www.churchofjesuschrist.org/study/general-conference/1999/10/a-testimony-of-the-book-of-mormon?lang=eng,1999-10-01,1999,10,1999-10,1772
At the Summit of the Ages,Gordon B. Hinckley,https://www.churchofjesuschrist.org/study/general-conference/1999/10/at-the-summit-of-the-ages?lang=eng,1999-10-01,1999,10,1999-10,2299
A Year of Jubilee,L. Tom Perry,https://www.churchofjesuschrist.org/study/general-conference/1999/10/a-year-of-jubilee?lang=eng,1999-10-01,1999,10,1999-10,2125
Good-bye to This Wonderful Old Tabernacle,Gordon B. Hinckley,https://www.churchofjesuschrist.org/study/general-conference/1999/10/good-bye-to-this-wonderful-old-tabernacle?lang=eng,1999-10-01,1999,10,1999-10,1300
“No Man Is an Island”,Richard H. Winkel,https://www.churchofjesuschrist.org/study/general-conference/1999/10/no-man-is-an-island?lang=eng,1999-10-01,1999,10,1999-10,1339
“The Tongue of Angels”,Robert S. Wood,https://www.churchofjesuschrist.org/study/general-conference/1999/10/the-tongue-of-angels?lang=eng,1999-10-01,1999,10,1999-10,1204
Righteousness,William R. Bradford,https://www.churchofjesuschrist.org/study/general-conference/1999/10/righteousness?lang=eng,1999-10-01,1999,10,1999-10,1442
He Lives,Richard G. Scott,https://www.churchofjesuschrist.org/study/general-conference/1999/10/he-lives?lang=eng,1999-10-01,1999,10,1999-10,2109
"Rejoice, Daughters of Zion",Mary Ellen W. Smoot,https://www.churchofjesuschrist.org/study/general-conference/1999/10/rejoice-daughters-of-zion?lang=eng,1999-10-01,1999,10,1999-10,2099
"Rejoice, Daughters of Zion",Mary Ellen W. Smoot,https://www.churchofjesuschrist.org/study/general-conference/1999/10/rejoice-daughters-of-zion?lang=eng,1999-10-01,1999,10,1999-10,2099
"Home, Family, and Personal Enrichment",Virginia U. Jensen,https://www.churchofjesuschrist.org/study/general-conference/1999/10/home-family-and-personal-enrichment?lang=eng,1999-10-01,1999,10,1999-10,1927
What It Means to Be a Daughter of God,James E. Faust,https://www.churchofjesuschrist.org/study/general-conference/1999/10/what-it-means-to-be-a-daughter-of-god?lang=eng,1999-10-01,1999,10,1999-10,2728
Why We Do Some of the Things We Do,Gordon B. Hinckley,https://www.churchofjesuschrist.org/study/general-conference/1999/10/why-we-do-some-of-the-things-we-do?lang=eng,1999-10-01,1999,10,1999-10,2466
Gospel Teaching,Dallin H. Oaks,https://www.churchofjesuschrist.org/study/general-conference/1999/10/gospel-teaching?lang=eng,1999-10-01,1999,10,1999-10,2342
Priesthood Power,Thomas S. Monson,https://www.churchofjesuschrist.org/study/general-conference/1999/10/priesthood-power?lang=eng,1999-10-01,1999,10,1999-10,2395
We Are Women of God,Sheri L. Dew,https://www.churchofjesuschrist.org/study/general-conference/1999/10/we-are-women-of-god?lang=eng,1999-10-01,1999,10,1999-10,2004
The Faith of a Sparrow: Faith and Trust in the Lord Jesus Christ,H. Bruce Stucki,https://www.churchofjesuschrist.org/study/general-conference/1999/10/the-faith-of-a-sparrow-faith-and-trust-in-the-lord-jesus-christ?lang=eng,1999-10-01,1999,10,1999-10,1233
Welcome to Conference,Gordon B. Hinckley,https://www.churchofjesuschrist.org/study/general-conference/1999/10/welcome-to-conference?lang=eng,1999-10-01,1999,10,1999-10,899
Welcome to Conference,Gordon B. Hinckley,https://www.churchofjesuschrist.org/study/general-conference/1999/10/welcome-to-conference?lang=eng,1999-10-01,1999,10,1999-10,899
Lessons from Laman and Lemuel,Neal A. Maxwell,https://www.churchofjesuschrist.org/study/general-conference/1999/10/lessons-from-laman-and-lemuel?lang=eng,1999-10-01,1999,10,1999-10,1892
“Feed My Sheep”,Ben B. Banks,https://www.churchofjesuschrist.org/study/general-conference/1999/10/feed-my-sheep?lang=eng,1999-10-01,1999,10,1999-10,1916
Agency—A Blessing and a Burden,Sharon G. Larsen,https://www.churchofjesuschrist.org/study/general-conference/1999/10/agency-a-blessing-and-a-burden?lang=eng,1999-10-01,1999,10,1999-10,1436
One Link Still Holds,Vaughn J. Featherstone,https://www.churchofjesuschrist.org/study/general-conference/1999/10/one-link-still-holds?lang=eng,1999-10-01,1999,10,1999-10,2123
Prophets and Spiritual Mole Crickets,Neil L. Andersen,https://www.churchofjesuschrist.org/study/general-conference/1999/10/prophets-and-spiritual-mole-crickets?lang=eng,1999-10-01,1999,10,1999-10,1576
Becoming Our Best Selves,Thomas S. Monson,https://www.churchofjesuschrist.org/study/general-conference/1999/10/becoming-our-best-selves?lang=eng,1999-10-01,1999,10,1999-10,2412
The Sustaining of Church Officers,James E. Faust,https://www.churchofjesuschrist.org/study/general-conference/1999/10/the-sustaining-of-church-officers?lang=eng,1999-10-01,1999,10,1999-10,509
The Sustaining of Church Officers,James E. Faust,https://www.churchofjesuschrist.org/study/general-conference/1999/10/the-sustaining-of-church-officers?lang=eng,1999-10-01,1999,10,1999-10,509
Of Seeds and Soils,James E. Faust,https://www.churchofjesuschrist.org/study/general-conference/1999/10/of-seeds-and-soils?lang=eng,1999-10-01,1999,10,1999-10,2251
“For This Cause Came I into the World”,Alexander B. Morrison,https://www.churchofjesuschrist.org/study/general-conference/1999/10/for-this-cause-came-i-into-the-world?lang=eng,1999-10-01,1999,10,1999-10,1910
The Spirit of Revelation,Boyd K. Packer,https://www.churchofjesuschrist.org/study/general-conference/1999/10/the-spirit-of-revelation?lang=eng,1999-10-01,1999,10,1999-10,1845
Growing into the Priesthood,Joseph B. Wirthlin,https://www.churchofjesuschrist.org/study/general-conference/1999/10/growing-into-the-priesthood?lang=eng,1999-10-01,1999,10,1999-10,2442
Growing into the Priesthood,Joseph B. Wirthlin,https://www.churchofjesuschrist.org/study/general-conference/1999/10/growing-into-the-priesthood?lang=eng,1999-10-01,1999,10,1999-10,2442
“An High Priest of Good Things to Come”,Jeffrey R. Holland,https://www.churchofjesuschrist.org/study/general-conference/1999/10/an-high-priest-of-good-things-to-come?lang=eng,1999-10-01,1999,10,1999-10,2069
“Behold the Man”,Richard C. Edgley,https://www.churchofjesuschrist.org/study/general-conference/1999/10/behold-the-man?lang=eng,1999-10-01,1999,10,1999-10,1744
Spiritual Hurricanes,David R. Stone,https://www.churchofjesuschrist.org/study/general-conference/1999/10/spiritual-hurricanes?lang=eng,1999-10-01,1999,10,1999-10,1211
Our Legacy,Stephen B. Oveson,https://www.churchofjesuschrist.org/study/general-conference/1999/10/our-legacy?lang=eng,1999-10-01,1999,10,1999-10,1224
Serving the Lord,Adhemar Damiani,https://www.churchofjesuschrist.org/study/general-conference/1999/10/serving-the-lord?lang=eng,1999-10-01,1999,10,1999-10,1064
Do Not Delay,Henry B. Eyring,https://www.churchofjesuschrist.org/study/general-conference/1999/10/do-not-delay?lang=eng,1999-10-01,1999,10,1999-10,2588
Your Eternal Home,Thomas S. Monson,https://www.churchofjesuschrist.org/study/general-conference/2000/04/your-eternal-home?lang=eng,2000-04-01,2000,4,2000-04,2191
Content with the Things Allotted unto Us,Neal A. Maxwell,https://www.churchofjesuschrist.org/study/general-conference/2000/04/content-with-the-things-allotted-unto-us?lang=eng,2000-04-01,2000,4,2000-04,1939
Your Eternal Home,Thomas S. Monson,https://www.churchofjesuschrist.org/study/general-conference/2000/04/your-eternal-home?lang=eng,2000-04-01,2000,4,2000-04,2191
Finding a Safe Harbor,Joseph B. Wirthlin,https://www.churchofjesuschrist.org/study/general-conference/2000/04/finding-a-safe-harbor?lang=eng,2000-04-01,2000,4,2000-04,2189
We Are Creators,Mary Ellen W. Smoot,https://www.churchofjesuschrist.org/study/general-conference/2000/04/we-are-creators?lang=eng,2000-04-01,2000,4,2000-04,1216
Watch Over and Strengthen,Henry B. Eyring,https://www.churchofjesuschrist.org/study/general-conference/2000/04/watch-over-and-strengthen?lang=eng,2000-04-01,2000,4,2000-04,2410
My Testimony,Gordon B. Hinckley,https://www.churchofjesuschrist.org/study/general-conference/2000/04/my-testimony?lang=eng,2000-04-01,2000,4,2000-04,2313
Content with the Things Allotted unto Us,Neal A. Maxwell,https://www.churchofjesuschrist.org/study/general-conference/2000/04/content-with-the-things-allotted-unto-us?lang=eng,2000-04-01,2000,4,2000-04,1939
As Doves to Our Windows,Jeffrey R. Holland,https://www.churchofjesuschrist.org/study/general-conference/2000/04/as-doves-to-our-windows?lang=eng,2000-04-01,2000,4,2000-04,2303
The Creation,Russell M. Nelson,https://www.churchofjesuschrist.org/study/general-conference/2000/04/the-creation?lang=eng,2000-04-01,2000,4,2000-04,1914
“Because My Father Sent Me”,Loren C. Dunn,https://www.churchofjesuschrist.org/study/general-conference/2000/04/because-my-father-sent-me?lang=eng,2000-04-01,2000,4,2000-04,1327
A Brief Introduction to the Church,John B. Dickson,https://www.churchofjesuschrist.org/study/general-conference/2000/04/a-brief-introduction-to-the-church?lang=eng,2000-04-01,2000,4,2000-04,1349
The Stake President,Gordon B. Hinckley,https://www.churchofjesuschrist.org/study/general-conference/2000/04/the-stake-president?lang=eng,2000-04-01,2000,4,2000-04,2448
A Time of New Beginnings,Gordon B. Hinckley,https://www.churchofjesuschrist.org/study/general-conference/2000/04/a-time-of-new-beginnings?lang=eng,2000-04-01,2000,4,2000-04,948
Standing with God,Sharon G. Larsen,https://www.churchofjesuschrist.org/study/general-conference/2000/04/standing-with-god?lang=eng,2000-04-01,2000,4,2000-04,1656
Standing with God,Sharon G. Larsen,https://www.churchofjesuschrist.org/study/general-conference/2000/04/standing-with-god?lang=eng,2000-04-01,2000,4,2000-04,1656
Integrity,Carol B. Thomas,https://www.churchofjesuschrist.org/study/general-conference/2000/04/integrity?lang=eng,2000-04-01,2000,4,2000-04,1487
Stand as a Witness,Margaret D. Nadauld,https://www.churchofjesuschrist.org/study/general-conference/2000/04/stand-as-a-witness?lang=eng,2000-04-01,2000,4,2000-04,1948
Womanhood: The Highest Place of Honor,James E. Faust,https://www.churchofjesuschrist.org/study/general-conference/2000/04/womanhood-the-highest-place-of-honor?lang=eng,2000-04-01,2000,4,2000-04,2091
Heavenly Father Has a Special Plan,Yoshihiko Kikuchi,https://www.churchofjesuschrist.org/study/general-conference/2000/04/heavenly-father-has-a-special-plan?lang=eng,2000-04-01,2000,4,2000-04,1372
Your Eternal Voyage,Thomas S. Monson,https://www.churchofjesuschrist.org/study/general-conference/2000/04/your-eternal-voyage?lang=eng,2000-04-01,2000,4,2000-04,2227
The Widows of Zion,Earl C. Tingey,https://www.churchofjesuschrist.org/study/general-conference/2000/04/the-widows-of-zion?lang=eng,2000-04-01,2000,4,2000-04,1308
Your Own Personal Testimony,Angel Abrea,https://www.churchofjesuschrist.org/study/general-conference/2000/04/your-own-personal-testimony?lang=eng,2000-04-01,2000,4,2000-04,1773
To All the World in Testimony,Gordon B. Hinckley,https://www.churchofjesuschrist.org/study/general-conference/2000/04/to-all-the-world-in-testimony?lang=eng,2000-04-01,2000,4,2000-04,1779
To All the World in Testimony,Gordon B. Hinckley,https://www.churchofjesuschrist.org/study/general-conference/2000/04/to-all-the-world-in-testimony?lang=eng,2000-04-01,2000,4,2000-04,1779
The Cloven Tongues of Fire,Boyd K. Packer,https://www.churchofjesuschrist.org/study/general-conference/2000/04/the-cloven-tongues-of-fire?lang=eng,2000-04-01,2000,4,2000-04,1998
Future Leaders,Harold G. Hillam,https://www.churchofjesuschrist.org/study/general-conference/2000/04/future-leaders?lang=eng,2000-04-01,2000,4,2000-04,1399
Living Happily Ever After,Coleen K. Menlove,https://www.churchofjesuschrist.org/study/general-conference/2000/04/living-happily-ever-after?lang=eng,2000-04-01,2000,4,2000-04,1678
Resurrection,Dallin H. Oaks,https://www.churchofjesuschrist.org/study/general-conference/2000/04/resurrection?lang=eng,2000-04-01,2000,4,2000-04,2273
The Shield of Faith,James E. Faust,https://www.churchofjesuschrist.org/study/general-conference/2000/04/the-shield-of-faith?lang=eng,2000-04-01,2000,4,2000-04,2251
The Sustaining of Church Officers,Thomas S. Monson,https://www.churchofjesuschrist.org/study/general-conference/2000/04/the-sustaining-of-church-officers?lang=eng,2000-04-01,2000,4,2000-04,571
The Sustaining of Church Officers,Thomas S. Monson,https://www.churchofjesuschrist.org/study/general-conference/2000/04/the-sustaining-of-church-officers?lang=eng,2000-04-01,2000,4,2000-04,571
The Church Audit Committee Report,Ted E. Davis,https://www.churchofjesuschrist.org/study/general-conference/2000/04/the-church-audit-committee-report?lang=eng,2000-04-01,2000,4,2000-04,342
The Power of Self-Mastery,James E. Faust,https://www.churchofjesuschrist.org/study/general-conference/2000/04/the-power-of-self-mastery?lang=eng,2000-04-01,2000,4,2000-04,2127
“Thou Shalt Give Heed unto All His Words”,L. Tom Perry,https://www.churchofjesuschrist.org/study/general-conference/2000/04/thou-shalt-give-heed-unto-all-his-words?lang=eng,2000-04-01,2000,4,2000-04,2009
A Temple for West Africa,Glenn L. Pace,https://www.churchofjesuschrist.org/study/general-conference/2000/04/a-temple-for-west-africa?lang=eng,2000-04-01,2000,4,2000-04,1218
Keep an Eternal Perspective,Jay E. Jensen,https://www.churchofjesuschrist.org/study/general-conference/2000/04/keep-an-eternal-perspective?lang=eng,2000-04-01,2000,4,2000-04,1098
“Are You Still Here?”,Gary J. Coleman,https://www.churchofjesuschrist.org/study/general-conference/2000/04/are-you-still-here?lang=eng,2000-04-01,2000,4,2000-04,1668
“How Is It with Us?”,M. Russell Ballard,https://www.churchofjesuschrist.org/study/general-conference/2000/04/how-is-it-with-us?lang=eng,2000-04-01,2000,4,2000-04,2138
"Faith, Devotion, and Gratitude",David B. Haight,https://www.churchofjesuschrist.org/study/general-conference/2000/04/faith-devotion-and-gratitude?lang=eng,2000-04-01,2000,4,2000-04,1713
The Sanctity of Womanhood,Richard G. Scott,https://www.churchofjesuschrist.org/study/general-conference/2000/04/the-sanctity-of-womanhood?lang=eng,2000-04-01,2000,4,2000-04,1835
The Sanctity of Womanhood,Richard G. Scott,https://www.churchofjesuschrist.org/study/general-conference/2000/04/the-sanctity-of-womanhood?lang=eng,2000-04-01,2000,4,2000-04,1835
Honoring the Priesthood,H. David Burton,https://www.churchofjesuschrist.org/study/general-conference/2000/04/honoring-the-priesthood?lang=eng,2000-04-01,2000,4,2000-04,1610
"Statistical Report, 1999",F. Michael Watson,https://www.churchofjesuschrist.org/study/general-conference/2000/04/statistical-report-1999?lang=eng,2000-04-01,2000,4,2000-04,121
“Ye Are the Temple of God”,Boyd K. Packer,https://www.churchofjesuschrist.org/study/general-conference/2000/10/ye-are-the-temple-of-god?lang=eng,2000-10-01,2000,10,2000-10,2224
This Great Millennial Year,Gordon B. Hinckley,https://www.churchofjesuschrist.org/study/general-conference/2000/10/this-great-millennial-year?lang=eng,2000-10-01,2000,10,2000-10,3738
Dedication Day,Thomas S. Monson,https://www.churchofjesuschrist.org/study/general-conference/2000/10/dedication-day?lang=eng,2000-10-01,2000,10,2000-10,2004
“Great Shall Be the Peace of Thy Children”,Gordon B. Hinckley,https://www.churchofjesuschrist.org/study/general-conference/2000/10/great-shall-be-the-peace-of-thy-children?lang=eng,2000-10-01,2000,10,2000-10,2826
Discipleship,L. Tom Perry,https://www.churchofjesuschrist.org/study/general-conference/2000/10/discipleship?lang=eng,2000-10-01,2000,10,2000-10,1981
A Growing Testimony,James E. Faust,https://www.churchofjesuschrist.org/study/general-conference/2000/10/a-growing-testimony?lang=eng,2000-10-01,2000,10,2000-10,2036
A Growing Testimony,James E. Faust,https://www.churchofjesuschrist.org/study/general-conference/2000/10/a-growing-testimony?lang=eng,2000-10-01,2000,10,2000-10,2036
“Ye Are the Temple of God”,Boyd K. Packer,https://www.churchofjesuschrist.org/study/general-conference/2000/10/ye-are-the-temple-of-god?lang=eng,2000-10-01,2000,10,2000-10,2224
"“Lead, Kindly Light”",Virginia U. Jensen,https://www.churchofjesuschrist.org/study/general-conference/2000/10/lead-kindly-light?lang=eng,2000-10-01,2000,10,2000-10,1225
Now Is the Time,M. Russell Ballard,https://www.churchofjesuschrist.org/study/general-conference/2000/10/now-is-the-time?lang=eng,2000-10-01,2000,10,2000-10,2113
“Write upon My Heart”,Henry B. Eyring,https://www.churchofjesuschrist.org/study/general-conference/2000/10/write-upon-my-heart?lang=eng,2000-10-01,2000,10,2000-10,2390
The Blessing of Keeping the Sabbath Day Holy,H. Aldridge Gillespie,https://www.churchofjesuschrist.org/study/general-conference/2000/10/the-blessing-of-keeping-the-sabbath-day-holy?lang=eng,2000-10-01,2000,10,2000-10,1112
Sharing the Gospel,Robert C. Oaks,https://www.churchofjesuschrist.org/study/general-conference/2000/10/sharing-the-gospel?lang=eng,2000-10-01,2000,10,2000-10,1098
Freedom “from” or Freedom “to”,F. Enzio Busche,https://www.churchofjesuschrist.org/study/general-conference/2000/10/freedom-from-or-freedom-to?lang=eng,2000-10-01,2000,10,2000-10,1410
“An Humble and a Contrite Heart”,Gordon B. Hinckley,https://www.churchofjesuschrist.org/study/general-conference/2000/10/an-humble-and-a-contrite-heart?lang=eng,2000-10-01,2000,10,2000-10,814
We Are Instruments in the Hands of God,Mary Ellen W. Smoot,https://www.churchofjesuschrist.org/study/general-conference/2000/10/we-are-instruments-in-the-hands-of-god?lang=eng,2000-10-01,2000,10,2000-10,2275
We Are Instruments in the Hands of God,Mary Ellen W. Smoot,https://www.churchofjesuschrist.org/study/general-conference/2000/10/we-are-instruments-in-the-hands-of-god?lang=eng,2000-10-01,2000,10,2000-10,2275
Ripples,Virginia U. Jensen,https://www.churchofjesuschrist.org/study/general-conference/2000/10/ripples?lang=eng,2000-10-01,2000,10,2000-10,1792
Stand Tall and Stand Together,Sheri L. Dew,https://www.churchofjesuschrist.org/study/general-conference/2000/10/stand-tall-and-stand-together?lang=eng,2000-10-01,2000,10,2000-10,2047
The Call to Serve,Thomas S. Monson,https://www.churchofjesuschrist.org/study/general-conference/2000/10/the-call-to-serve?lang=eng,2000-10-01,2000,10,2000-10,2313
Retaining a Remission of Sin,Keith Crockett,https://www.churchofjesuschrist.org/study/general-conference/2000/10/retaining-a-remission-of-sin?lang=eng,2000-10-01,2000,10,2000-10,1154
"Your Greatest Challenge, Mother",Gordon B. Hinckley,https://www.churchofjesuschrist.org/study/general-conference/2000/10/your-greatest-challenge-mother?lang=eng,2000-10-01,2000,10,2000-10,2916
The Enemy Within,James E. Faust,https://www.churchofjesuschrist.org/study/general-conference/2000/10/the-enemy-within?lang=eng,2000-10-01,2000,10,2000-10,2275
"Living Prophets, Seers, and Revelators",Dennis B. Neuenschwander,https://www.churchofjesuschrist.org/study/general-conference/2000/10/living-prophets-seers-and-revelators?lang=eng,2000-10-01,2000,10,2000-10,1398
